id,Order,Title,Content,Author,Date,Languages
1080,5,"Open source picospritzer","A very neat picospritzer has been created by Joseph Raimondo using basically a solenoid valve, microcontroller and a power source. You can find more description of the <a href=""http://raimondolab.com/2013/11/29/puffadder-picospritzer/"">project on the lab website</a> or read a transcript below:
<blockquote>Many laboratories require a means to deliver picolitre or nanolitre volumes. We use a picospritzer for delivering small puffs of GABA or other neurotransmitters to activate receptors on single neurons within brain slices. Commercial Picospritzers can cost roughly $3000 or in South African terms about R30 000. Inspired by a post describing a <a href=""http://labrigger.com/blog/2011/09/27/diy-picospritzer/"">custom built Picospritzer</a> on Labrigger, we built our very own custom made DIY picospritzer for about R4000. It’s African and decidedly less dangerous than the local snake it’s named after: the Puff Adder.

[caption id=""attachment_1081"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2015/06/puffadder-picospritzer.jpg""><img class=""size-medium wp-image-1081"" src=""http://openeuroscience.com/wp-content/uploads/2015/06/puffadder-picospritzer.jpg?w=300"" alt=""from: http://raimondolab.com/wp-content/uploads/2013/12/puffadder-picospritzer.jpg"" width=""300"" height=""225"" /></a> from: http://raimondolab.com/wp-content/uploads/2013/12/puffadder-picospritzer.jpg[/caption]</blockquote>
&nbsp;",2,20150621,English
1092,5,"Big Neuron","<a href=""http://alleninstitute.org/bigneuron/about/"">Big Neuron</a> wants to create a standard for the field of single neuron reconstruction. Because the data available comes from different structures, different organisms, using different collection and analyses algorithms and is in the range of petabytes (according to the project site), there is a strong need for standards that will allow this huge amount of data to be compared.

The project aims to develop a common platform and algorithms for data analysis to benchmark as many open source neuronal reconstruction models as possible.

&nbsp;",2,20150812,English
1101,6,"LED Panels","In fields related to vision, stimulus presentation is always an issue due to slow refresh rates on commercial monitors/projectors. One way to circumvent this problem is to use LEDs  arranged in a matrix to present stimuli, that can be driven at much higher refresh rates, but have a worst resolution than monitors. Below two examples of such panels:

<a href=""http://openeuroscience.com/hardware-projects/led-panels/blinkenschild/"">Blinkenshild</a>

<a href=""http://openeuroscience.com/hardware-projects/led-panels/rgb-led-panel-with-beagle-board/"">RGB panel using beaglebone</a>",2,20150812,English
1103,0,Blinkenschild,"Blinkenschild is actually a portable sign consisting of 960 RGB LEDs. The images/movies to be displayed are stored in a SD card in a Teensy3 board and controlled via bluetooth. Resolution is not as high as LCD monitors but the refresh rate is much higher:
<blockquote>This is done in realtime and pixelvalues are recalculated before display.

This is still too fast so i had to add 30 ms delay between the frames or we would not perceive it as a fluid animation but rather just blinking bright light.</blockquote>
&nbsp;

[youtube https://www.youtube.com/watch?v=VX14pmky07Q&amp;w=425&amp;h=319]",2,20150812,English
1107,1,"RGB LED panel with beagle board","This project uses a 32X32 LED array (1024 LEDs in total) and a beagle bone black board. The<a href=""http://bikerglen.com/projects/lighting/led-panel-1up/""> page describing the project</a> has very nice explanations on how the whole system works (and LED displays in general).

<a href=""http://openeuroscience.com/wp-content/uploads/2015/08/rgb-led-panel-introduction.jpg""><img class=""aligncenter size-medium wp-image-1108"" src=""http://openeuroscience.com/wp-content/uploads/2015/08/rgb-led-panel-introduction.jpg?w=300"" alt=""rgb-led-panel-introduction"" width=""300"" height=""211"" /></a>

&nbsp;

&nbsp;

From this project the creator Glen Akins, went on to construct a <a href=""http://bikerglen.com/blog/expanding-the-beaglebone-black-and-fpga-to-drive-6-or-more-panels/"">3X2 matrix of 32X32 LEDS,</a> or a total of 6144 RGB LEDs that have a 200Hz refresh rate! Check out the video below of the panel in action:

[youtube https://www.youtube.com/watch?v=LBeVMGOgWvY&amp;w=854&amp;h=480]

&nbsp;",2,20150812,English
1117,2,"Human electrophysiology","In this section are electrophysiology systems for humans: EEG, ECG and EMG

<a href=""http://openeuroscience.com/hardware-projects/mobilecg/"">Mobile ECG</a>

<a href=""https://www.openeuroscience.com/hardware-projects/human-electrophysiology/openhardwareexg/"">OpenHardwareExG</a>

<a href=""http://openeuroscience.com/hardware-projects/electrophysiology-systems/eeg-systems/openbci/"">OpenBCI</a>

<a href=""https://www.openeuroscience.com/hardware-projects/human-electrophysiology/open-eeg/"">Open EEG</a>

<a href=""http://openeuroscience.com/hardware-projects/electrophysiology-systems/human-electrophysiology/bio-signal/"">BioSignal - bioamplifier</a>",2,20150903,English
1122,3,"BPM Biosignal","<a href=""http://biosignals.berndporr.me.uk/doku.php"">BPM Biosignal</a> is a two stage amplifier created mainly for educational purposes. They have a list of components and video tutorials that explain among other things:
<blockquote>how to to distinguish noise from actual biosignals and will see that often noise is “sold” as a biosignal, even in top level publications. With the help of these clips you can critically evaluate such results and make up your own mind.

[caption id=""attachment_1124"" align=""aligncenter"" width=""300""]<a href=""http://openeuroscience.com/wp-content/uploads/2015/09/bio_signal.jpg""><img class=""size-medium wp-image-1124"" src=""http://openeuroscience.com/wp-content/uploads/2015/09/bio_signal.jpg?w=300"" alt=""from: http://biosignals.berndporr.me.uk/lib/exe/detail.php?id=start&amp;media=image39_crop.jpg"" width=""300"" height=""181"" /></a> from: http://biosignals.berndporr.me.uk/lib/exe/detail.php?id=start&amp;media=image39_crop.jpg[/caption]</blockquote>",2,20150903,English
1149,0,"Tensor Flow","Google has packaged their deeplearning machine learning tools and made it open source. The project is called tensorflow, and is available <a href=""http://www.tensorflow.org"">here. </a>Some nice tutorials on the website, so that with a bit of patience, people can start to deep their toes into machine learning!

Be sure to check the video below for more details!

[youtube https://www.youtube.com/watch?v=oZikw5k_2FM?feature=player_embedded&w=640&h=360]",2,20151117,English
1152,2,"OME - Open Microscopy Environment","The <a href=""https://www.openmicroscopy.org/site"">Open Microscopy Environment</a> is a collaborative project between several labs. They are developing file formats and software standards for light microscopy.

Within the project they have <a href=""https://www.openmicroscopy.org/site/products/bio-formats"">BIO-formats</a>, a Java library for reading and writing data. It can be used in <a href=""http://openeuroscience.com/software/microscopy/imagej/"">ImageJ</a> (it comes pre-packaged in <a href=""http://openeuroscience.com/software/microscopy/fiji/"">FIJI</a>) and matlab.

<a href=""https://www.openmicroscopy.org/site/products/omero"">OMERO</a> is a client-server software for storage and data-analysis of microscopy images.

&nbsp;

[caption id=""attachment_1153"" align=""aligncenter"" width=""300""]<img class=""wp-image-1153 size-medium"" src=""http://openeuroscience.com/wp-content/uploads/2015/11/ome.png?w=300"" alt=""from: https://www.openmicroscopy.org/site"" width=""300"" height=""49"" /> from: https://www.openmicroscopy.org/site[/caption]

&nbsp;",2,20151117,English
1167,0,OpenQCM,"On the Words of Marco (one of the founders of the project) openQCM:

<span style=""color:#339966;"">openQCM is the first open hardware Quartz Crystal Microbalance (QCM) with applications in a wide range of scientific fields,</span>
<span style=""color:#339966;""> such as chemical and biological sensing, material science.</span>
<span style=""color:#339966;""> The sensing core is a piezoelectric quartz crystal oscillator. The deposition on the quartz surface of a very tiny mass (down to 1 billionth of gram)</span>
<span style=""color:#339966;""> causes the variation in the quartz frequency.</span>
<span style=""color:#339966;""> It has an Arduino board plus a custom electronic for driving the quartz resonator.</span>
<span style=""color:#339966;""> The hardware case is made using 3D-printing technology.</span>
<span style=""color:#339966;""> openQCM was built keeping in mind the emergent principles of the open source hardware movement,</span>
<span style=""color:#339966;""> so that anyone (scientists, technology enthusiast, makers, hobbyist …) can study, modify, and develop the hardware based on the original design</span>

&nbsp;

Check the working principle of the microbalance on the video below! (from: https://www.youtube.com/watch?v=kzmBK9mONq8 )

[youtube https://www.youtube.com/watch?v=kzmBK9mONq8&amp;w=1280&amp;h=720]",2,20160107,English
1188,2,Neuromorpho,"<blockquote><a href=""http://neuromorpho.org/index.jsp"">NeuroMorpho.Org</a> is a centrally curated inventory of <b>digitally reconstructed neurons</b> associated with peer-reviewed publications. It contains contributions from over 100 laboratories worldwide and is continuously updated as new morphological reconstructions are collected, published, and shared. (taken from neuromorpho.org)

[caption id=""attachment_1189"" align=""aligncenter"" width=""300""]<img class=""size-medium wp-image-1189"" src=""http://openeuroscience.com/wp-content/uploads/2016/03/bannerbg2.png?w=300"" alt=""from: http://neuromorpho.org/images/BannerBG2.png"" width=""300"" height=""49"" /> from: http://neuromorpho.org/images/BannerBG2.png[/caption]</blockquote>",2,20160318,English
1191,5,Super-Releaser,"Ever thought about making soft robots? The folks at <a href=""http://superreleaser.com/"">Super-Releaser </a>have, and they are doing very cool projects! Some for <a href=""http://superreleaser.com/project-profiles/"">medical applications and some for research</a> purposes. Check one of their cool robots below:
<div class=""ytp-html5-clipboard"">[youtube https://www.youtube.com/watch?v=RCEzuPKgK6c&amp;w=671&amp;h=377]</div>",2,20160321,English
1229,10,"The Visible Human project","<a href=""https://www.nlm.nih.gov/research/visible/visible_human.html"">The Visible Human Project </a>is a database of anatomical images (MR, CT and radiography) from male and female bodies. Information about the database is translated into a couple of different languages. Although an license needs to be signed and sent over to the NIH, the procedure seems to be straightforward and cost free.

&nbsp;",2,20160910,English
1233,5,"Spike Gadgets","A brief description of Spike gadgets can be found <a href=""http://openeuroscience.com/2016/09/10/companies-selling-open-source-hardwaresoftware/"">here</a>. In this page you'll find a description of their current software (09.Sep.2016), provided by one of their founders, Mattias Karlsson.

<strong>State Script:</strong>

Do you need to control lasers for optogenetics, stimulators, or other TTL-based devices with precise, temporally defined patterns? Do you need to monitor beam breaks, lever presses, or other digital events in real time to define behavioral tasks?  You could program an Arduino, but that’s a lot of work. Or, you can use StateScript, which allows users with minimal programming experience define complex input/output relationships for the most demanding hardware control experiments.
<div>
<div></div>
<div><a href=""http://www.spikegadgets.com/software/statescript.html"" target=""_blank"">http://www.spikegadgets.com/software/statescript.html</a></div>
<div></div>
<div>This open-source project now runs on two available hardware platforms, the MBED LPC1768 micro controller board ($50) and the SpikeGadgets electrophysiology and behavioral control system.  More hardware support in is the works. A software interface, which is part of the Trodes open-source eletrophysiology suite (<a href=""http://www.spikegadgets.com/software/trodes.html"" target=""_blank"">http://www.spikegadgets.com/software/trodes.html</a>), allows you to upload scripts and dynamically interact with variables and ports states.</div>
<div></div>
<div>Anyone is welome to contribute. Here is the bitbucket repo:</div>
<div><a href=""https://bitbucket.org/mkarlsso/statescript"" target=""_blank"">https://bitbucket.org/mkarlsso/statescript</a></div>
<div><img class=""alignnone size-medium"" src=""http://www.spikegadgets.com/images/statescript_screenshot_2.png"" alt="""" width=""1119"" height=""799"" /></div>
</div>
<div></div>
<div><strong>Trodes:</strong></div>
<div></div>
<div>
<div>
<div>Trodes is a software suite with a focus on data acquisition for extracellular neural recordings.  It has a growing user base and welcomes contributors with open arms! It is built using the ever-popular and powerful Qt C++ framework. While it is specialized to be used with SpikeGadgets’ ephys hardware, it also has built-in support for the Intan demo system and Open-Ephys hardware.</div>
<div></div>
<div><a href=""http://www.spikegadgets.com/software/trodes.html"" target=""_blank"">http://www.spikegadgets.com/software/trodes.html</a></div>
<div></div>
<div>It has some pretty impressive capabilities, including visualization of thousands of channels, spike viewing, online spike sorting, and low latency feedback control.  It has video processing, allowing position tracking that is synchronized to the recording, and integrates powerful environment control (lasers for optogenetics, levers, lights, pumps, etc.) with StateScript.</div>
</div>
<div>

[caption id="""" align=""alignnone"" width=""1406""]<img class=""size-medium"" src=""http://www.spikegadgets.com/images/trodesscreenshot.png"" alt=""Trodes interface. From spikegadgets.com"" width=""1406"" height=""780"" /> Trodes interface. From spikegadgets.com[/caption]

[caption id="""" align=""alignnone"" width=""1902""]<img class=""size-medium"" src=""http://www.spikegadgets.com/images/trodes_screenshot_cameramod.png"" alt=""Trodes. From spikegadgets.com"" width=""1902"" height=""1316"" /> Trodes. From spikegadgets.com[/caption]

</div>
</div>",2,20160910,English
1239,3,OpenFlexure,"OpenFlexure is a 3D printed flexure translation stage, developed by a group in Cambridge. The stage is capable of sub-micron-scale motion, with very small drift over time. Which makes it quite good, among other things, for time-lapse protocols that need to be done over days/weeks time, and under space restricted areas, such as fume hoods. A paper describing it in detail can be found <a href=""http://arxiv.org/abs/1509.05394"">here</a>.

Adding a camera and servo motors, turns the stage into an automated microscope. More details can be found <a href=""http://www.waterscope.org/3d-printing/"">here</a>.

[caption id=""attachment_1251"" align=""aligncenter"" width=""243""]<img class=""aligncenter size-medium wp-image-1251"" src=""http://openeuroscience.com/wp-content/uploads/2016/09/1-4941068-figures-online-f1.gif?w=243"" alt=""1-4941068-figures-online-f1"" width=""243"" height=""300"" /> OpenFlexure. From: http://scitation.aip.org/content/aip/journal/rsi/87/2/10.1063/1.4941068[/caption]",2,20160913,English
1276,5,"Python for Neurosciences (Frontiers collection)","Frontiers has created not one but two nice collections about open source software for neurosciences written in Python.

<a href=""http://journal.frontiersin.org/researchtopic/8/python-in-neuroscience"">Here is collection 1</a>

<a href=""http://journal.frontiersin.org/researchtopic/1591/python-in-neuroscience-ii"">Here is collection 2</a>

In these collections the readers will find a lot of nice resources, ranging from stimulus generation, to data formatting and analysis.",1,20161212,English
1298,5,PySpace,"<a href=""https://pyspace.github.io/pyspace/"">PySpace</a> is a signal processing and classificiation environment for Python.
<blockquote>
<p class=""western"" lang=""de-DE"" align=""justify""><span style=""font-size: large;""><span lang=""en-US"">modular software for processing of large data streams that has been specifically designed to enable distributed execution and empirical evaluation of signal processing chains. Various signal processing algorithms (...) are available within the software, from finite impulse response filters over data-dependent spatial filters (e.g. CSP, xDAWN) to established classifiers (e.g. SVM, LDA). pySPACE incorporates the concept of node and node chains of the Modular Toolkit for Data Processing (MDP) framework.</span></span></p>
</blockquote>
<p class=""western"" lang=""de-DE"" align=""justify"">A paper about PySpace can be found <a href=""http://journal.frontiersin.org/article/10.3389/fninf.2013.00040/full"">here.</a></p>
<p class=""western"" lang=""de-DE"" align=""justify"">Here a talk from one of the creators:</p>
<iframe src=""https://www.youtube.com/embed/KobSyPceR6I"" width=""854"" height=""480"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe>",1,20161205,English
1310,5,"Allen Brain Map","<a href=""http://www.brain-map.org/"">The Brain Map</a> is one of the initiatives of the <a href=""http://www.alleninstitute.org/about/"">Allen Institute</a>.

It is a data portal that encompasses different projects:
<blockquote>the Allen Institute has created a set of large-scale programs to understand the fundamentals of the cortex. We will be focusing our understanding through simultaneous study of the brain's <a href=""http://alleninstitute.org/our-science/brain-science/research/"" target=""_blank""> components, computation and cognition.</a>

the Allen Institute has produced a collection of open science resources that give users a powerful way to explore gene expression data, neural connections, single cell characterization and neuroanatomy. All of our resources are openly accessible via the Allen Brain Atlas data portal at <a href=""http://www.brain-map.org/"" target=""_blank"">brain-map.org</a>.

[caption id=""attachment_1311"" align=""alignnone"" width=""300""]<img class=""size-medium wp-image-1311"" src=""https://www.openeuroscience.com/wp-content/uploads/2016/12/brain_atlas-300x80.png"" alt=""from: http://www.brain-map.org/overview/index.html"" width=""300"" height=""80"" /> from: http://www.brain-map.org/overview/index.html[/caption]</blockquote>",1,20161219,English
1314,5,"Vision Egg","<a href=""http://visionegg.org/"">Vision Egg</a> is a Python library for generating visual stimuli.

In more detail, it is a high level interface in between Python and OpenGL, and can use inexpensive consumer grade graphics cards to generate precise visual stimuli. A paper with more details can be found here http://journal.frontiersin.org/article/10.3389/neuro.11.004.2008/full",1,20161219,English
1332,5,Attys,"<a href=""http://www.attys.tech""><b>Attys</b></a>

Attys is an wearable data acquisition device with a special focus on biomedical signals such as heart activity (ECG), muscle activity (EMG) and brain activity (EEG). It's open firmware, open API and has open source applications on github in C++ and JAVA to encourage people to create their own custom versions for mobile devices, tablets and PC.

The story of the Attys started when Dr. Bernd Porr filmed numerous youTube clips to educate the public about the possibilities and limits of biosignal measurement (http://biosignals.berndporr.me.uk) which are featured here: https://www.openeuroscience.com/hardware-projects/human-electrophysiology/bio-signal/

The site has been very popular ever since and visitors have been asking if a ready made bio-amp could be made available. This year Dr. Porr then decided to make one. This was the birth of the Attys.

Attys is also a general educational tool to measure any physical quantity such as temperature, pressure or light intensity. It works with Google's open source Science Journal and turns every Android phone or tablet into an electronic lab book / oscilloscope. Of course one can measure biosignals with it, too.

Vasso Georgiadou has been the main presenter for our biosignal channel. Here, she shows off the Attys:

https://www.youtube.com/watch?v=TG5cRvgFEDA

<a href=""http://www.attys.tech/"">http://www.attys.tech</a>

This post was written by Bernd Porr from Glasgowneuro.

<strong>Open neuroscience note:</strong>

Although Attys is not open source hardware in the definition of the <a href=""http://www.oshwa.org/definition/"">Open Source Hardware Association,</a> it has been added to the open hardware session by the fact that it has an open firmware and customizable software, on top of being useful as an educational tool at a low price point.",1,20170112,English
1339,0,Partners,"In this page you'll find a list of collaborators that are developing (or have developed) projects with openeuroscience:

&nbsp;

<a href=""http://www.syntechbio.com"">Syntechbio</a>:
<div class=""gmail_default""><span class=""m_961227579918611427gmail-color_1"">Our community supports Biohacking and DIY-Bio initiatives in the Latin American region, enhancing the communication and action of the community as a group. </span><span class=""m_961227579918611427gmail-color_1"">It already includes the groups from Argentina, Brazil, Colombia, Chile, Mexico and Peru, and it is expanding through the region. </span></div>
<div class=""gmail_default""></div>
<div class=""gmail_default"">

Our online community of 3000+ science lovers and tinkerers is a space for technological advances in DIY-Bio, Synthetic Biology and Biohacking. Our mission is to inspire and help to create a biohacker and a synthetic biology ecosystem in Latin America, as well as, support initiatives that improve access to this technology in the region. We believe that biological engineering will power the technological revolution that will help us to make a better world.
<div class=""yj6qo ajU"">
<div id="":106"" class=""ajR"" tabindex=""0"" data-tooltip=""Mostrar conteúdo cortado""><img class=""ajT"" src=""https://ssl.gstatic.com/ui/v1/icons/mail/images/cleardot.gif"" /></div>
<div class=""ajR"" tabindex=""0"" data-tooltip=""Mostrar conteúdo cortado""></div>
</div>
</div>
<img class=""alignnone wp-image-1340 size-medium"" src=""https://www.openeuroscience.com/wp-content/uploads/2017/01/SyntechBio-300x232.png"" width=""300"" height=""232"" />

&nbsp;

&nbsp;",1,20170122,English
1388,5,AUTOREWARD2,"<a href=""https://photos.google.com/share/AF1QipMxpXqxGWiVl98sFRuE5d2wyF7pcO_i23qoHJxjQryp-zRBaBtiwzllZpUM55V4wg/photo/AF1QipNxO-Oprgxr0ZqXD5d_xa9bAcE9DPH41ruR1mbG?key=aU5WVnBFN19RbDc0WUw3T2Z3UVVNZTlybTBsMDdB""><img class=""aligncenter size-medium wp-image-1393"" src=""https://www.openeuroscience.com/wp-content/uploads/2017/08/IMG_26072017_122944_HDR-296x300.jpg"" alt="""" width=""296"" height=""300"" /></a>

The <strong>motivation</strong> to start this project arises when we started to include a new behavioral paradigm in the lab, an alternation T-mace with return arms (like the one in Wood e<em>t al. </em>2000). We wanted a clean performance, as well as a clean video record, so we consider necessary to interfere neither with the animal attention (mice, how they are!) nor the camera’s field of view. I decided then to give a try to the new hobby I was getting into, “Do-It-Yourself” (DIY) stuff.

In my head, it was pictured very simple. At the end of the day, I just needed a) something to detect the animal passing by, b) something to deliver a drop of water and c) something to make it happen in a coordinated way. And that’s what Autoreward2 is, no more, no less.

Well perhaps it is a bit more. <strong>So far, the project can</strong>:
<ul>
 	<li><strong>Detect </strong>when the animal reaches the end of any of the two arms.</li>
 	<li><strong>Deliver</strong> a small drop of fluid through the corresponding licking port (easy to make it happen in the opposite, if wanted).</li>
 	<li>Give visual cues to the experimenter, indicating which arm has been reached.</li>
 	<li>Allow to <strong>select</strong> different modes of working for different working protocols: ‘Waiting for selection’, ‘Habituation’, ‘Training’, ‘Experimental’ and “Filling and cleaning” modes (and is ready to include more!).</li>
</ul>
To achieve it, I decided for very <strong>simple approach</strong>. A couple of cheap infrared emitters are continuously read by an UNO R3 board. Breaking any of the beams triggers the signal to open the corresponding solenoid valve, connected to the fluid tank. That lets the liquid flow by gravity for around 75 milliseconds, resulting in a single drop at the tip of the licking port.

<img class=""aligncenter size-medium wp-image-1395"" src=""https://www.openeuroscience.com/wp-content/uploads/2017/08/IMG_26072017_123026_HDR-300x250.jpg"" alt="""" width=""300"" height=""250"" />

There is a delay after each detection, to avoid repetitive delivery if animals don’t leave the area. A couple LEDs mounted in the bare-board (out of animal sight) light up when the process is triggered, one for each side. They also work as indicators for the ‘Waiting for selection’ mode, when they are continuously on, meanwhile no option is choose or the ‘return to waiting mode action’ is pressed.

<strong>The selection</strong> is made through a 4x4 membrane keypad. Right now, only options 1 to 4 are programmed, making up to 12 more programs available! When any section is made, the in-built LED blinks the corresponding times and the system is ready to work. At any moment, pressing any key makes the system reset to the waiting mode. As easy as that.

Everything is <strong>powered</strong> by a regular 9V wall adapter, giving 3.3V to the LEDs and Infrared detectors, and 9V to the solenoids. Of course, it is possible to use a 9V batterie to power it. To avoid damage coming from the solenoid discharges, the circuit is protected by a couple of diodes at this level.

And that’s all, <strong>it’s simple</strong>. The most important thing: it <strong>works</strong>. The other most important thing: it costs around<strong> 80€</strong>. Here is the to-buy list (or equivalent):
<ul>
 	<li>Elegoo UNO R3 (I found them for <strong>10€</strong>, with USB cable)</li>
 	<li>BreadBoard + Acrylic base (<strong>7€</strong>)</li>
 	<li>9V 1A Wall power supply (<strong>9€</strong>)</li>
 	<li>2x InfraRed beams, 5mm (<strong>15€</strong> both, the 3mm ones are even cheaper)</li>
 	<li>2x Mini-Solenoid valves (<strong>10€</strong> both)</li>
 	<li>2x red LEDs</li>
 	<li>4x 1 KΩ resistors</li>
 	<li>2x TIP120 Transistors</li>
 	<li>2x 1N4001 diodes</li>
 	<li>Wiring (set of jumpers for less than <strong>10€</strong>)</li>
 	<li>‘Velcro’ to attach the acrylic base where the boards are mounted.</li>
 	<li>Plastic tubing and laboratory sample tubes, modified with turning siringe tips to attach/deattach the tubing easily.</li>
 	<li>2x or 4x weak magnets to fix the tubes to the walls.</li>
</ul>
&nbsp;

Feel free to access the <a href=""https://github.com/jjballesteros/Arduino-AutoReward"">Github</a> page or the <a href=""http://forum.arduino.cc/index.php?topic=476643.0"">Arduino forum post</a> to obtain the <strong>code</strong>, check for the circuit <strong>sketch</strong>, and see some <strong>pictures</strong>.

Also check this <a href=""https://photos.app.goo.gl/inLCLgfL1IqyNhQP2"">link for a video</a> of a mice test

PD: If someone is scandalized by the code, I am getting better on it, it is not my main strength. Please, improve it! Of course, I have in mind many possible upgrades such as a screen, a SD card port, to change the Keypad for a wireless interface (tactile?) … Did someone say smartphone plus Bluetooth? Going fancy, a barcode reader to easily introduce subjects’ data… And here is where I relay in the open-access idea, I offer it and hopefully someone implement any of the ideas. If so, remember to share!

Jesús J. Ballesteros

Contact me:

Twitter: https://twitter.com/jjballesterosc

ResearchGate: https://www.researchgate.net/profile/J_J_Ballesteros",5,20170802,English
